date_mesure,geocode_commune,libelle_commune,valeur
2011-01-01T00:00:00.000,52116,Chatenay-Vaudin,0.8695652173913043
2022-01-01T00:00:00.000,49053,Brossay,0.9085024206037007
2011-01-01T00:00:00.000,16059,Brettes,0.825
2016-01-01T00:00:00.000,64267,Ibarrolle,0.9696969696969698
2011-01-01T00:00:00.000,64474,Saint-Dos,0.9166666666666656
2011-01-01T00:00:00.000,58058,La Chapelle-Saint-André,0.8902439024390221
2022-01-01T00:00:00.000,28088,Châteaudun,0.783319874589615
2011-01-01T00:00:00.000,32242,Masseube,0.8604972375690608
2011-01-01T00:00:00.000,59252,Frelinghien,0.8942647130313146
2016-01-01T00:00:00.000,31116,Castelginest,0.9241596638655455
2022-01-01T00:00:00.000,26153,Laborel,0.8833333333333333
2022-01-01T00:00:00.000,59013,Anstaing,0.9301972685887708
2022-01-01T00:00:00.000,74056,Chamonix-Mont-Blanc,0.8584174402767449
2016-01-01T00:00:00.000,27083,Bonneville-Aptot,0.9780219780219779
2022-01-01T00:00:00.000,70171,Corbenay,0.9296474627861646
2022-01-01T00:00:00.000,31035,Auzeville-Tolosane,0.7666272753632798
2022-01-01T00:00:00.000,32097,Cazaux-d'Anglès,0.98
2016-01-01T00:00:00.000,33171,Fossès-et-Baleyssac,0.9662921348314607
2016-01-01T00:00:00.000,17386,Saint-Pierre-du-Palais,0.9433962264150944
2022-01-01T00:00:00.000,13041,Gardanne,0.8762270881065067
2022-01-01T00:00:00.000,57148,Colligny-Maizery,0.9872148565854111
2011-01-01T00:00:00.000,60070,Bienville,0.9617834394904483
2016-01-01T00:00:00.000,80303,Favières,0.9083782096850439
2011-01-01T00:00:00.000,65231,Izaux,0.9146341463414639
2011-01-01T00:00:00.000,02057,Beaurevoir,0.8051001821493629
2016-01-01T00:00:00.000,01447,Villereversure,0.9387351778656123
2016-01-01T00:00:00.000,45230,Noyers,0.9262536873156357
2022-01-01T00:00:00.000,23099,Janaillat,0.8873456089404288
2022-01-01T00:00:00.000,05180,Les Vigneaux,0.9758064516129032
2022-01-01T00:00:00.000,28194,Houville-la-Branche,0.9847709362890202
2011-01-01T00:00:00.000,54392,Moutrot,0.9545454545454488
2011-01-01T00:00:00.000,58124,Germigny-sur-Loire,0.9641693811074895
2022-01-01T00:00:00.000,40044,Biaudos,0.9832935560859188
2011-01-01T00:00:00.000,01180,Grilly,0.9406249999999996
2022-01-01T00:00:00.000,76584,Saint-Germain-sur-Eaulne,0.9677419354838702
2022-01-01T00:00:00.000,63144,Égliseneuve-d'Entraigues,0.8368421052631579
2022-01-01T00:00:00.000,17099,Chepniers,0.9571865443425076
2016-01-01T00:00:00.000,01224,Loyettes,0.9504541787818211
2011-01-01T00:00:00.000,52346,Mussey-sur-Marne,0.9256756756756791
2016-01-01T00:00:00.000,23091,Gioux,0.868421052631579
2022-01-01T00:00:00.000,23042,Ceyroux,0.8615384615384616
2011-01-01T00:00:00.000,27382,Mandeville,0.9915254237288136
2016-01-01T00:00:00.000,72146,Guécélard,0.9665236051502146
2022-01-01T00:00:00.000,65053,Aveux,0.9000000000000026
2016-01-01T00:00:00.000,40208,Onard,0.9230769230769246
2011-01-01T00:00:00.000,37224,Saint-Laurent-en-Gâtines,0.931129476584022
2022-01-01T00:00:00.000,27497,Rougemontiers,0.9664787551912745
2022-01-01T00:00:00.000,50513,Saint-Martin-de-Cenilly,0.9662921348314607
2022-01-01T00:00:00.000,03173,Molinet,0.9382309430732682
